"","X.1","X","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","contact","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"277",277,302,"New Creation Overcomers","700 W Sugar Creek Rd","Charlotte","NC",28213,6164,NA,NA,NA,9802986078,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",15,925000,NA,2014,"700 W Sugar Creek Rd Charlotte NC 28213","","Other",35.268285984789,-80.794580820484
"278",278,303,"New River YMCA","159 Chaney Ave","Jacksonville","NC",28540,4844,"Katlyn","Morin","Director",9103331416,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Onslow",16,1127000,"newrivery.org",2021,"159 Chaney Ave Jacksonville NC 28540","https://www.newrivery.org","YMCA",34.752756910952,-77.426798258991
"279",279,304,"New Way Foundation Youth","1001 E W T Harris Blvd # P150","Charlotte","NC",28213,4104,"Genesia","Newsome","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",8,494000,NA,2015,"1001 E W T Harris Blvd # P150 Charlotte NC 28213","","Other",35.294165072103,-80.741307731513
"280",280,305,"Next Generation Youth Ctr Inc","1704 W Trade St","Charlotte","NC",28216,5550,"Rayvon","Matthews","Owner",7040001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Mecklenburg",7,432000,NA,2016,"1704 W Trade St Charlotte NC 28216","","Center",35.240383142582,-80.858386261422
"281",281,306,"Next-In-Line Cmnty Outreach","102 Eastbrook Dr","Greenville","NC",27858,4211,NA,NA,NA,2527146585,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Pitt",30,1199000,"nextinlineoutreach.com",2022,"102 Eastbrook Dr Greenville NC 27858","https://www.nextinlineoutreach.com","Other",35.59586019713,-77.334980608554
"282",282,307,"Nir Family YMCA","2710 Market St","Wilmington","NC",28403,1218,"Dick","Jones","CEO",9102518196,"Youth Organizations & Centers",624110,713940,624190,813319,NA,"Private","New Hanover",125,7526000,"ymcasenc.org",1986,"2710 Market St Wilmington NC 28403","https://www.ymcasenc.org","YMCA",34.239002106463,-77.911775421795
"283",283,308,"North American Triangle Youth","224 Mill Chapel Rd","Chapel Hill","NC",27517,9602,"Puviindran","Bhairavy","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Durham",4,193000,NA,2018,"224 Mill Chapel Rd Chapel Hill NC 27517","","Other",35.886715659191,-78.991529359592
"284",284,309,"North Carolina FC Youth","3150 Spring Forest Rd # 116","Raleigh","NC",27616,2880,"Gary","Buete","CEO",9198343951,"Youth Organizations & Centers",624110,711211,624110,813319,NA,"Private","Wake",9,588000,"ncfcyouth.com",2009,"3150 Spring Forest Rd # 116 Raleigh NC 27616","https://www.ncfcyouth.com","Other",35.855116782751,-78.588736105436
"285",285,310,"North Carolina Youth Cnfrnc","4626 Kristen Marie Ln","Durham","NC",27713,3213,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Durham",5,241000,NA,2016,"4626 Kristen Marie Ln Durham NC 27713","","Other",35.905965601664,-78.904002067973
"286",286,311,"Northwest Cary YMCA","6903 Carpenter Fire Station Rd","Cary","NC",27519,8130,NA,NA,NA,9842552409,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Wake",5,327000,"ymcatriangle.org",2019,"6903 Carpenter Fire Station Rd Cary NC 27519","https://www.ymcatriangle.org","YMCA",35.823990930684,-78.877783846174
"287",287,312,"Northwest Youth Corps Inc","201 N Front St # 405","Wilmington","NC",28401,5093,"Bruce A","Rains","Owner",9100001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","New Hanover",4,241000,NA,2015,"201 N Front St # 405 Wilmington NC 28401","","Other",34.237591153325,-77.949047881023
"288",288,313,"Occoneechee Scout Shop","3231 Atlantic Ave","Raleigh","NC",27604,1639,"Ann","Hendricks","Manager",9198500301,"Youth Organizations & Centers",624110,455110,811490,NA,NA,"Private","Wake",8,523000,"scouting.org",1996,"3231 Atlantic Ave Raleigh NC 27604","https://www.scouting.org","Scouts",35.828617294806,-78.603884216926
"289",289,314,"Odyssey Youth Svc","5075 Morganton Rd # 10C","Fayetteville","NC",28314,1534,NA,NA,NA,2529167318,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Cumberland",NA,NA,NA,2024,"5075 Morganton Rd # 10C Fayetteville NC 28314","","Other",35.070825315128,-78.965291685478
"290",290,315,"Ogden YMCA Activity Ctr","7207 Ogden Business Ln","Wilmington","NC",28411,NA,"Lee","Spooner","Director",9108330285,"Youth Organizations & Centers",624110,711211,NA,NA,NA,"Private","New Hanover",4,241000,"ymcasenc.org",2017,"7207 Ogden Business Ln Wilmington NC 28411","https://www.ymcasenc.org","YMCA",34.273134820509,-77.821126896691
"291",291,316,"Old North State Council-Boy","1405 Westover Ter","Greensboro","NC",27408,7908,"Clif","Morris","CEO",3363789166,"Youth Organizations & Centers",624110,721214,813319,813910,NA,"Private","Guilford",18,1008000,"scouting.org",1995,"1405 Westover Ter Greensboro NC 27408","https://www.scouting.org","Other",36.090568988563,-79.814097963318
"292",292,317,"Old Town Elementary-Ymca","3930 Reynolda Rd","Winston Salem","NC",27106,1798,NA,NA,NA,3369223711,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Forsyth",26,1073000,"ymca.net",2007,"3930 Reynolda Rd Winston Salem NC 27106","https://www.ymca.net","Other",36.16562175021,-80.332210435108
"293",293,318,"Omni Visions Inc","1325 Morganton Rd","Fayetteville","NC",28305,4731,"Sean","Schreiber","Other",9102239927,"Youth Organizations & Centers",624110,622210,NA,NA,NA,"Private","Cumberland",7,381000,"theomnifamily.com",2008,"1325 Morganton Rd Fayetteville NC 28305","https://www.theomnifamily.com","Other",35.057167126915,-78.901452319677
"294",294,319,"One Youth At A Time","20 Battery Park Ave # 714","Asheville","NC",28801,2235,"L","Ray","Exec Director",8282810208,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Buncombe",3,211000,"asheville.com",2012,"20 Battery Park Ave # 714 Asheville NC 28801","https://www.asheville.com","Other",35.595145996912,-82.555046311887
"295",295,320,"Onslow County Partner For Chld","900 Dennis Rd","Jacksonville","NC",28546,7287,"Dawn","Rochelle","Exec Director",9109380336,"Youth Organizations & Centers",624110,813319,921120,999990,NA,"County","Onslow",72,NA,"oneplaceonslow.org",1998,"900 Dennis Rd Jacksonville NC 28546","https://www.oneplaceonslow.org","Other",34.79901731305,-77.419792256761
"296",296,321,"Open Arms Community Inc","437 E Sprague St","Winston Salem","NC",27127,3107,"Vickie","Sigmon","Religious Dir",3367240850,"Youth Organizations & Centers",624110,813319,813110,NA,NA,"Private","Davidson",1,47000,"openarmsumc.org",2000,"437 E Sprague St Winston Salem NC 27127","https://www.openarmsumc.org","Other",36.069349417373,-80.230788855315
"297",297,322,"Operation Sunshine Inc","1328 Chestnut St","Greenville","NC",27834,3961,"Barbara","Davis","Exec Director",2527585315,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Pitt",3,172000,"operationsunshinenc.org",1984,"1328 Chestnut St Greenville NC 27834","https://www.operationsunshinenc.org","Other",35.606219663904,-77.384479666714
"298",298,323,"Our Future Youth Ctr","4148 Brook Creek Ln # A","Greenville","NC",27858,8203,"Sierra","Mcneil","Manager",2520001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Pitt",2,115000,NA,2020,"4148 Brook Creek Ln # A Greenville NC 27858","","Center",35.580533273321,-77.323438994207
"299",299,324,"Our Youth Matters Inc","14460 Falls of Neuse Rd","Raleigh","NC",27614,8227,"Robert","Mitchener","Other",9197958609,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Wake",8,523000,"ouryouthmatters.org",2015,"14460 Falls of Neuse Rd Raleigh NC 27614","https://www.ouryouthmatters.org","Other",35.945749113517,-78.543370207852
"300",300,325,"Our Youth Their Voices","40 Herringbone Dr","Franklinton","NC",27525,8083,"Kimberly","Cannady","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Franklin",4,136000,NA,2018,"40 Herringbone Dr Franklinton NC 27525","","Other",36.04268282388,-78.430438637698
"301",301,326,"Panthers Youth Sports Inc","217 Birdsgrove Ct","Cary","NC",27519,7618,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",3,196000,NA,2019,"217 Birdsgrove Ct Cary NC 27519","","Sports",35.789785461617,-78.868198806926
"302",302,329,"Perquimans Youth Assn","720 Chapanoke Rd","Hertford","NC",27944,8785,"Timothy C","Wright","Manager",2520001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Perquimans",4,103000,NA,2017,"720 Chapanoke Rd Hertford NC 27944","","Other",36.258640356696,-76.380097826143
"303",303,331,"Platinum Youth Network Inc","4128 Houldsworth Dr","Charlotte","NC",28213,5714,"Nichole","Bumpas","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",4,247000,NA,2015,"4128 Houldsworth Dr Charlotte NC 28213","","Other",35.307261140689,-80.686448852043
"304",304,332,"Poole Family YMCA","2110 Aversboro Rd","Garner","NC",27529,5004,"Charlie","Brignac","Board Member",9195829622,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",21,1371000,"ymcatriangle.org",2022,"2110 Aversboro Rd Garner NC 27529","https://www.ymcatriangle.org","YMCA",35.683800976532,-78.619005954403
"305",305,333,"Positive Youth Transformation","236 Tyvola Dr # 3","Charlotte","NC",28210,3671,"Christy","Mccluney","Marketing Exec",7047773294,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",4,247000,"pytfoundation.org",2008,"236 Tyvola Dr # 3 Charlotte NC 28210","https://www.pytfoundation.org","Other",35.16378518752,-80.87346110465
"306",306,334,"Positive Youth Transformation","610 E 7th St","Charlotte","NC",28202,2923,"Christy","Mccluney","Director",7047773294,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Mecklenburg",5,309000,"pytfoundation.org",2018,"610 E 7th St Charlotte NC 28202","https://www.pytfoundation.org","Other",35.225090674626,-80.834672670459
"307",307,335,"Power of U Inc","142 W Main St","Williamston","NC",27892,2472,"John","Taylor","CFO",2520001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Martin",4,206000,"thepowerofu.org",2015,"142 W Main St Williamston NC 27892","https://www.thepowerofu.org","Other",35.854354070586,-77.056359019932
"308",308,336,"Poyner YMCA","227 Fayetteville St","Raleigh","NC",27601,1574,NA,NA,NA,9195912227,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",15,980000,"ymcatriangle.org",2022,"227 Fayetteville St Raleigh NC 27601","https://www.ymcatriangle.org","YMCA",35.777357069675,-78.639168268531
"309",309,337,"Preparing To Soar Inc","1329 N Brightleaf Blvd","Smithfield","NC",27577,7262,"Tedra","Fair","Chairman",9190001111,"Youth Organizations & Centers",624110,813319,813410,999990,NA,"Private","Johnston",3,212000,NA,2021,"1329 N Brightleaf Blvd Smithfield NC 27577","","Other",35.519438845064,-78.31314847684
"310",310,338,"Prevention-Treatment Ctr","301 N Rochelle Blvd","Kinston","NC",28501,5240,"Timothy","Whitfield","Manager",2522081604,"Youth Organizations & Centers",624110,611699,813319,NA,NA,"Private","Lenoir",16,747000,"preventionandtreatmentcenter.org",2012,"301 N Rochelle Blvd Kinston NC 28501","https://www.preventionandtreatmentcenter.org","Center",35.262647807022,-77.562843559762
"311",311,339,"Prodigal Son Foundation","7809 Pope Farm Rd","Charlotte","NC",28269,5235,"Quinn","Rodgers","Director",7049964447,"Youth Organizations & Centers",624110,541720,999990,NA,NA,"Private","Mecklenburg",5,309000,"psfnow.org",2017,"7809 Pope Farm Rd Charlotte NC 28269","https://www.psfnow.org","Other",35.350581934279,-80.794198726597
"312",312,340,"Project Challenge NC Inc","21 S Main St","Marion","NC",28752,3941,NA,NA,NA,8286590028,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","McDowell",6,443000,"brockandscott.com",1998,"21 S Main St Marion NC 28752","https://www.brockandscott.com","Other",35.683783874664,-82.008790301762
"313",313,342,"Proud Program","118 E Main St","Durham","NC",27701,3602,"Quillie","Coath","Exec Director",9199568366,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Durham",5,241000,"proudprogram.org",1998,"118 E Main St Durham NC 27701","https://www.proudprogram.org","Other",35.99484877924,-78.900451741248
"314",314,343,"Queen City Youth Conference","11801 Plaza Rd","Charlotte","NC",28215,NA,NA,NA,NA,7045660323,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",6,370000,"laurelbaptistchurch.com",2016,"11801 Plaza Rd Charlotte NC 28215","https://www.laurelbaptistchurch.com","Other",35.262367244902,-80.670021433923
"315",315,344,"Quest Youth Network Inc","106 Ava Gardner Ave","Smithfield","NC",27577,NA,"Steven","Fletcher","Owner",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Johnston",4,282000,NA,2015,"106 Ava Gardner Ave Smithfield NC 27577","","Other",35.521594709144,-78.306712040151
"316",316,345,"Raleigh Raiders Youth Org","1513 Camargo Ln","Raleigh","NC",27604,6411,"Nicholas A","Battle","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",6,392000,"raleighraiders.com",2019,"1513 Camargo Ln Raleigh NC 27604","https://www.raleighraiders.com","Other",35.807553927273,-78.538125086182
"317",317,346,"Randolph-Asheboro YMCA","343 Nc Highway 42 N","Asheboro","NC",27203,7919,"Patrick","O'Hara","Exec Director",3366251976,"Youth Organizations & Centers",624110,624190,813311,NA,NA,"Private","Randolph",78,2926000,"asheboroymca.com",2005,"343 Nc Highway 42 N Asheboro NC 27203","https://www.asheboroymca.com","YMCA",35.700826891293,-79.79300825961
"318",318,347,"Reaching Our Children Inc","1219 Rockingham Rd # 12","Rockingham","NC",28379,4925,"Jatoya","Williams","Manager",9100001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Richmond",3,113000,NA,2019,"1219 Rockingham Rd # 12 Rockingham NC 28379","","Other",34.926220497464,-79.751068457978
"319",319,348,"Rebound Alternatives For Youth","811 9th St","Durham","NC",27705,4149,"Alvin","Black","IT",9195143033,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Durham",7,338000,NA,2019,"811 9th St Durham NC 27705","","Other",36.010592596123,-78.92205776223
"320",320,349,"Rebound Alternatives For Youth","810 Onslow St","Durham","NC",27705,4245,"Rasheda","Royster","Religious Dir",9192594913,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Durham",3,145000,NA,2013,"810 Onslow St Durham NC 27705","","Other",36.009960006387,-78.914652768636
"321",321,350,"Rebound Alternatives For Youth","1101 Cornell St","Durham","NC",27707,1217,"Alvin","Black","IT",9195143033,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Durham",4,193000,NA,2013,"1101 Cornell St Durham NC 27707","","Other",35.989353582427,-78.919001623201
"322",322,351,"Regulate Youth Therapy LLC","601 N Polk St # L","Pineville","NC",28134,7472,"Yolanda Dri","Etienne",NA,6785513646,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",25,NA,NA,2023,"601 N Polk St # L Pineville NC 28134","","Other",35.091750550286,-80.885189697183
"323",323,352,"Renewed Inspiration","2919 Reid Ave","Charlotte","NC",28208,6811,"Klarissa","Byers","Other",9802003196,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Mecklenburg",28,1233000,"renewedinspiration.org",2023,"2919 Reid Ave Charlotte NC 28208","https://www.renewedinspiration.org","Other",35.211092904021,-80.898559833155
"324",324,353,"Renewed Inspiration","2750 E W T Harris Blvd # 219","Charlotte","NC",28213,4367,"Klarissa","Byers","Other",9802003196,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",3,185000,"renewedinspiration.org",2018,"2750 E W T Harris Blvd # 219 Charlotte NC 28213","https://www.renewedinspiration.org","Other",35.276784939423,-80.727624689274
"325",325,354,"Resourcecenter","601 Royall Ave","Goldsboro","NC",27534,2570,NA,NA,NA,9197350033,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wayne",5,436000,"usa.philips.com",2011,"601 Royall Ave Goldsboro NC 27534","https://www.usa.philips.com","Other",35.391115063044,-77.983631710493
"326",326,355,"Restoring Hope To Youth-Fmls","218 Oaksburg Dr","Winston Salem","NC",27107,7709,"Jo V","Turne","Manager",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Forsyth",4,187000,"jobs-247.net",2017,"218 Oaksburg Dr Winston Salem NC 27107","https://www.jobs-247.net","Other",36.085100387762,-80.137646777617
"327",327,356,"Reuter Family YMCA","3 Town Square Blvd","Asheville","NC",28803,5000,"Justine","Stocks","Manager",8286519622,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","Buncombe",120,8422000,"ymcawnc.org",2003,"3 Town Square Blvd Asheville NC 28803","https://www.ymcawnc.org","YMCA",35.486319684301,-82.553703794643
"328",328,357,"Revive Youth Rally Inc","920 N Sharon Amity Rd","Charlotte","NC",28211,3138,NA,NA,NA,7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",17,1048000,NA,2019,"920 N Sharon Amity Rd Charlotte NC 28211","","Other",35.178050668584,-80.785244569829
"329",329,358,"Right Moves For Youth","2211 W Morehead St","Charlotte","NC",28208,5143,"Sabrina","Gilchrist","Operations",7043774425,"Youth Organizations & Centers",624110,813319,922120,NA,NA,"Private","Mecklenburg",5,309000,"rightmovesforyouth.org",1995,"2211 W Morehead St Charlotte NC 28208","https://www.rightmovesforyouth.org","Other",35.226117803488,-80.876083694936
"330",330,359,"Right Moves For Youth Inc","2211 Executive St # E","Charlotte","NC",28208,3655,"Amanda","Schneider","Director",7043774425,"Youth Organizations & Centers",624110,813311,813319,NA,NA,"Private","Mecklenburg",6,370000,"apps.rightmovesforyouth.org",2019,"2211 Executive St # E Charlotte NC 28208","https://www.apps.rightmovesforyouth.org","Other",35.239409417956,-80.907899334601
"331",331,360,"River Bend YMCA Golf Course","3005 Longwood Dr","Shelby","NC",28152,8638,"Kevin","Osborne","Vice President",7044824286,"Youth Organizations & Centers",624110,459110,713910,713990,541611,"Private","Cleveland",36,1004000,"riverbendymcagolf.com",1966,"3005 Longwood Dr Shelby NC 28152","https://www.riverbendymcagolf.com","YMCA",35.249693634255,-81.588956746691
"332",332,361,"Roanoke Salem Youth Ctr","2725 Corwallis Rd","Garysburg","NC",27831,NA,"Vicky","Bennett","Manager",2525362655,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Northampton",4,95000,NA,2010,"2725 Corwallis Rd Garysburg NC 27831","","Center",36.457640958196,-77.534188176922
"333",333,362,"Robeson County Teen Court-Yth","800 N Walnut St","Lumberton","NC",28358,4832,"Jim","Barbee","Exec Director",9100001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Robeson",6,231000,"ncteencourts.org",2014,"800 N Walnut St Lumberton NC 28358","https://www.ncteencourts.org","Other",34.622365346949,-79.005926863961
"334",334,363,"Robinhood Road Family YMCA","3474 Robinhood Rd","Winston Salem","NC",27106,4702,"Joe","Peele","Exec Director",3362511090,"Youth Organizations & Centers",624110,713940,713940,611630,624410,"Private","Forsyth",24,1446000,"ymcanwnc.org",2010,"3474 Robinhood Rd Winston Salem NC 27106","https://www.ymcanwnc.org","YMCA",36.118370691152,-80.317440621065
"335",335,364,"Rock Youth Ctr","8742 S Nc 9 Hwy","Columbus","NC",28722,9651,"Reece","Schlabach","Manager",8280001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Polk",2,99000,NA,2020,"8742 S Nc 9 Hwy Columbus NC 28722","","Center",35.225122776134,-82.055663708633
"336",336,365,"Rowan-Cabarrus YMCA","215 Guffy St","Salisbury","NC",28147,8956,"Jamie","Morgan","CEO",7042169622,"Youth Organizations & Centers",624110,624190,624190,813319,NA,"Private","Rowan",4,438000,"rocabymca.org",2005,"215 Guffy St Salisbury NC 28147","https://www.rocabymca.org","YMCA",35.645332094367,-80.507825072943
"337",337,366,"Ruby C Hunt YMCA","1322 Patrick Ave","Shelby","NC",28152,539,"Kevin","Osborne","Vice President",7044340441,"Youth Organizations & Centers",624110,713940,624190,624190,921120,"County","Cleveland",16,NA,"clevecoymca.org",1998,"1322 Patrick Ave Shelby NC 28152","https://www.clevecoymca.org","YMCA",35.247786958789,-81.645256945721
"338",338,367,"Saleeby Family YMCA","107 Carletta Cagle Dr","Cameron","NC",28326,6132,NA,NA,NA,9104269622,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Harnett",25,1180000,"ymcaofthesandhills.org",2021,"107 Carletta Cagle Dr Cameron NC 28326","https://www.ymcaofthesandhills.org","YMCA",35.261342470409,-79.044695813798
"339",339,368,"Sally's YMCA","1601 Forney Creek Pkwy","Denver","NC",28037,6527,"Hope","Brake","Other",7047167300,"Youth Organizations & Centers",624110,713940,713940,813410,NA,"Private","Lincoln",23,2205000,"ymcacharlotte.org",2010,"1601 Forney Creek Pkwy Denver NC 28037","https://www.ymcacharlotte.org","YMCA",35.484430871006,-81.010929578253
"340",340,369,"Sampson County YMCA","417 E Johnson St","Clinton","NC",28328,2805,NA,NA,NA,9100001111,"Youth Organizations & Centers",624110,621999,NA,NA,NA,"Private","Sampson",4,114000,"ymcasenc.org",2005,"417 E Johnson St Clinton NC 28328","https://www.ymcasenc.org","YMCA",35.003758059091,-78.324297365908
"341",341,370,"Save Our Kids Commission","201 W Bayshore Blvd","Jacksonville","NC",28540,5339,"Melody","Rodgers","Manager",9100001111,"Youth Organizations & Centers",624110,813319,813410,NA,NA,"Private","Onslow",2,103000,NA,2020,"201 W Bayshore Blvd Jacksonville NC 28540","","Other",34.748234834357,-77.423059492047
"342",342,371,"Saving Our Children Inc","3908 Peppertree Pl","Raleigh","NC",27604,3443,"Brittney","Baker","Owner",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",2,131000,NA,2015,"3908 Peppertree Pl Raleigh NC 27604","","Other",35.8343626121,-78.587445568524
"343",343,372,"SC Youth Ctr","2108 N Queen St","Kinston","NC",28501,1623,NA,NA,NA,2522215085,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Lenoir",2,94000,"scyouthcenter.org",2019,"2108 N Queen St Kinston NC 28501","https://www.scyouthcenter.org","Center",35.286451275064,-77.580603860198
"344",344,373,"Scout Troop 405","1510 E 7th St","Charlotte","NC",28204,2410,"Tom","Jones","Other",7046216122,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",13,802000,"troop405clt.org",2015,"1510 E 7th St Charlotte NC 28204","https://www.troop405clt.org","Scouts",35.217669740919,-80.824901787642
"345",345,374,"Scouts Boy Scouts-Amer Troop","2424 Oak Ridge Rd","Oak Ridge","NC",27310,9723,NA,NA,NA,3362502247,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",5,280000,"bsa465.com",2019,"2424 Oak Ridge Rd Oak Ridge NC 27310","https://www.bsa465.com","Scouts",36.178289290534,-79.97999316223
"346",346,375,"Scouts Garner LLC","401 Patetown Rd","Goldsboro","NC",27530,8133,"Benjamin W","Seegars","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wayne",12,1047000,NA,2017,"401 Patetown Rd Goldsboro NC 27530","","Scouts",35.412727818043,-77.978884412593
"347",347,376,"Senior Adult-Youth Cmnty DVMNT","1598 Mizpah Church Rd","Reidsville","NC",27320,8655,"Sherri","Fowler","Manager",3360001111,"Youth Organizations & Centers",624110,813319,813410,NA,NA,"Private","Rockingham",11,371000,NA,2021,"1598 Mizpah Church Rd Reidsville NC 27320","","Other",36.280848322252,-79.617480441368
"348",348,377,"Shady Grove Elementary-Ymca","3179 Cornatzer Rd","Advance","NC",27006,7212,"Kim","Howard","HR Executive",3369984719,"Youth Organizations & Centers",624110,611110,NA,NA,NA,"Private","Davie",90,2694000,NA,1984,"3179 Cornatzer Rd Advance NC 27006","","Other",35.94601331107,-80.416119208096
"349",349,378,"Shepherd Youth Ranch","3017 Brassfield Rd","Creedmoor","NC",27522,9791,"Abby","Mccabe","Director",7048065515,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Granville",5,189000,"shepherdyouthranch.org",2004,"3017 Brassfield Rd Creedmoor NC 27522","https://www.shepherdyouthranch.org","Other",36.106741482255,-78.614220259476
"350",350,379,"Shepherd Youth Ranch Inc","2816 Anderson Dr","Raleigh","NC",27608,1506,"Sandra","Harris","Board Member",9190001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Wake",4,262000,"shepherdyouthranch.org",2015,"2816 Anderson Dr Raleigh NC 27608","https://www.shepherdyouthranch.org","Other",35.818205028988,-78.637816516276
"351",351,380,"Simmons YMCA","6824 Democracy Dr","Charlotte","NC",28212,3868,"Nate","Worthy","IT Executive",7047166600,"Youth Organizations & Centers",624110,621999,624190,NA,NA,"Private","Mecklenburg",17,1048000,"ymcacharlotte.org",1998,"6824 Democracy Dr Charlotte NC 28212","https://www.ymcacharlotte.org","YMCA",35.200804060426,-80.731387662222
"352",352,381,"Siskey Satellite Ctr","13635 Providence Rd","Matthews","NC",28104,9373,"Larry","Cedrone","Manager",7047164225,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Union",10,744000,"ymcacharlotte.org",2009,"13635 Providence Rd Matthews NC 28104","https://www.ymcacharlotte.org","Center",35.026755335295,-80.763313359573
"353",353,382,"Skillz4Kidz","906 S Main St","Graham","NC",27253,3737,NA,NA,NA,3362706825,"Youth Organizations & Centers",624110,713990,NA,NA,NA,"Private","Alamance",2,105000,"skillz4kidzmartialarts.com",2008,"906 S Main St Graham NC 27253","https://www.skillz4kidzmartialarts.com","Other",36.053536078855,-79.399614233962
"354",354,383,"Smart Start-New Hanover County","3534 College Rd S # F","Wilmington","NC",28412,960,"Jane E","Morrow","Exec Director",9108153731,"Youth Organizations & Centers",624110,624190,813319,611710,999990,"Private","New Hanover",20,1205000,"newhanoverkids.org",1999,"3534 College Rd S # F Wilmington NC 28412","https://www.newhanoverkids.org","Other",34.178306403133,-77.891219474504
"355",355,384,"Smart Start-Transylvania Cnty","147 E Main St # 302","Brevard","NC",28712,4620,"Deb","Tibbetts","Exec Director",8288773025,"Youth Organizations & Centers",624110,813319,813410,999990,NA,"Private","Transylvania",2,71000,"smartstarttransylvania.org",2010,"147 E Main St # 302 Brevard NC 28712","https://www.smartstarttransylvania.org","Other",35.232801625971,-82.732066911324
"356",356,385,"Soaring As Eagles","20 N 4th St # 450","Wilmington","NC",28401,4553,"Venessa K","Ceasar","Manager",9107691167,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","New Hanover",3,181000,"soaringaseagles.net",2018,"20 N 4th St # 450 Wilmington NC 28401","https://www.soaringaseagles.net","Other",34.235919641483,-77.944655332855
"357",357,386,"Social Advantage","109 Roslin Way","Holly Springs","NC",27540,5997,"Debiorah","Mitchell","Owner",8285055979,"Youth Organizations & Centers",624110,611610,611699,NA,NA,"Private","Wake",3,196000,NA,2017,"109 Roslin Way Holly Springs NC 27540","","Other",35.636705549978,-78.866777845608
